"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"21030-28437","RB","Danny","Danny Vitale","Vitale","0.9399999618530274","5","4500","CLE@IND","CLE","IND","","","",""
"21030-70422","WR","Kalif","Kalif Raymond","Raymond","-1","2","4500","MIA@NYJ","NYJ","MIA","","","",""
"21030-22308","RB","Joe","Joe Banyard","Banyard","0.699999988079071","1","4500","DEN@BUF","BUF","DEN","","","",""
"21030-31524","WR","Cody","Cody Core","Core","0","1","4500","CIN@GB","CIN","GB","","","",""
"21030-32556","WR","Deante'","Deante' Gray","Gray","0","0","4500","HOU@NE","HOU","NE","IR","Knee - acl","",""
"21030-22317","WR","Brenton","Brenton Bersin","Bersin","1.350000023841858","2","4500","NO@CAR","CAR","NO","","","",""
"21030-10030","WR","Harry","Harry Douglas","Douglas","4.071428571428571","7","4500","SEA@TEN","TEN","SEA","IR","Knee","",""
"21030-28463","WR","Austin","Austin Carr","Carr","0","0","4500","NO@CAR","NO","CAR","","","",""
"21030-27441","RB","Damien","Damien Williams","Williams","5.46000010172526","15","4500","MIA@NYJ","MIA","NYJ","Q","Ribs","",""
"21030-43826","WR","Tommylee","Tommylee Lewis","Lewis","4.150000095367432","2","4500","NO@CAR","NO","CAR","","","",""
"21030-40758","RB","Corey","Corey Clement","Clement","0","0","4500","NYG@PHI","PHI","NYG","","","",""
"21030-22336","WR","Josh","Josh Bellamy","Bellamy","5.650000095367432","2","4500","PIT@CHI","CHI","PIT","","","",""
"21030-38722","TE","Cethan","Cethan Carter","Carter","0","0","4500","CIN@GB","CIN","GB","","","",""
"21030-70467","WR","Andy","Andy Jones","Jones","0","0","4500","HOU@NE","HOU","NE","","","",""
"21030-28487","TE","Jeff","Jeff Heuerman","Heuerman","2.25","2","4500","DEN@BUF","DEN","BUF","Q","Shoulder","",""
"21030-38753","TE","Jake","Jake Butt","Butt","0","0","4500","DEN@BUF","DEN","BUF","O","Knee - acl","",""
"21030-70496","K","Aldrick","Aldrick Rosas","Rosas","3.5","2","4500","NYG@PHI","NYG","PHI","","","",""
"21030-29540","RB","Terron","Terron Ward","Ward","3.3400001525878906","5","4500","ATL@DET","ATL","DET","","","",""
"21030-70501","RB","C.J.","C.J. Ham","Ham","6.099999904632568","1","4500","TB@MIN","MIN","TB","","","",""
"21030-38790","WR","Jalin","Jalin Marshall","Marshall","3.1200000762939455","10","4500","MIA@NYJ","NYJ","MIA","O","Suspension","",""
"21030-39814","TE","Jordan","Jordan Leggett","Leggett","0","0","4500","MIA@NYJ","NYJ","MIA","Q","Knee","",""
"21030-39818","RB","Wayne","Wayne Gallman","Gallman","0","0","4500","NYG@PHI","NYG","PHI","","","",""
"21030-19342","TE","Demetrius","Demetrius Harris","Harris","8.5","1","4500","KC@LAC","KC","LAC","","","",""
"21030-29583","TE","Randall","Randall Telfer","Telfer","2.5","1","4500","CLE@IND","CLE","IND","","","",""
"21030-29592","TE","Xavier","Xavier Grimble","Grimble","3.6624999046325684","8","4500","PIT@CHI","PIT","CHI","","","",""
"21030-40857","RB","Peyton","Peyton Barber","Barber","4.699999809265137","1","4500","TB@MIN","TB","MIN","","","",""
"21030-28570","TE","Nick","Nick Vannett","Vannett","1.5","1","4500","SEA@TEN","SEA","TEN","","","",""
"21030-14240","TE","Lance","Lance Kendricks","Kendricks","2.799999952316284","1","4500","CIN@GB","GB","CIN","","","",""
"21030-33703","WR","Ryan","Ryan Grant","Grant","7.849999904632568","2","4500","OAK@WAS","WAS","OAK","","","",""
"21030-34729","RB","Dwayne","Dwayne Washington","Washington","1.5499999523162842","2","4500","ATL@DET","DET","ATL","Q","Quadriceps","",""
"21030-29624","RB","Tre","Tre Madden","Madden","0","0","4500","SEA@TEN","SEA","TEN","","","",""
"21030-43961","RB","Tyler","Tyler Ervin","Ervin","3.8499999046325684","2","4500","HOU@NE","HOU","NE","","","",""
"21030-30652","WR","Tanner","Tanner McEvoy","McEvoy","0","2","4500","SEA@TEN","SEA","TEN","","","",""
"21030-30654","TE","Jerell","Jerell Adams","Adams","4.300000190734863","1","4500","NYG@PHI","NYG","PHI","","","",""
"21030-32703","WR","Jakeem","Jakeem Grant","Grant","0","1","4500","MIA@NYJ","MIA","NYJ","","","",""
"21030-41922","WR","Johnny","Johnny Holton","Holton","1.1166666348775227","6","4500","OAK@WAS","OAK","WAS","","","",""
"21030-43970","RB","Shane","Shane Smith","Smith","0","0","4500","NYG@PHI","NYG","PHI","","","",""
"21030-30678","WR","Damiere","Damiere Byrd","Byrd","0","2","4500","NO@CAR","CAR","NO","","","",""
"21030-53212","K","Younghoe","Younghoe Koo","Koo","4.5","2","4500","KC@LAC","LAC","KC","","","",""
"21030-14304","TE","Luke","Luke Stocker","Stocker","0.8000000317891439","6","4500","TB@MIN","TB","MIN","","","",""
"21030-14319","RB","Taiwan","Taiwan Jones","Jones","0.7857142857142857","7","4500","DEN@BUF","BUF","DEN","","","",""
"21030-48116","TE","Jonnu","Jonnu Smith","Smith","5","2","4500","SEA@TEN","TEN","SEA","","","",""
"21030-30709","WR","Bruce","Bruce Ellington","Ellington","0","1","4500","HOU@NE","HOU","NE","","","",""
"21030-14327","RB","Anthony","Anthony Sherman","Sherman","0.5166666507720947","6","4500","KC@LAC","KC","LAC","","","",""
"21030-39930","WR","Reggie","Reggie Davis","Davis","0","0","4500","CLE@IND","CLE","IND","","","",""
"21030-12529","D","Cleveland","Cleveland Browns","Browns","5","2","4400","CLE@IND","CLE","IND","","","",""
"21030-12537","D","Oakland","Oakland Raiders","Raiders","5.5","2","4400","OAK@WAS","OAK","WAS","","","",""
"21030-12543","D","New York","New York Giants","Giants","4","2","4400","NYG@PHI","NYG","PHI","","","",""
"21030-12526","D","Buffalo","Buffalo Bills","Bills","9.5","2","4300","DEN@BUF","BUF","DEN","","","",""
"21030-12534","D","Tennessee","Tennessee Titans","Titans","5.5","2","4300","SEA@TEN","TEN","SEA","","","",""
"21030-12532","D","Detroit","Detroit Lions","Lions","16.5","2","4200","ATL@DET","DET","ATL","","","",""
"21030-12548","D","Los Angeles","Los Angeles Chargers","Chargers","5.5","2","4200","KC@LAC","LAC","KC","","","",""
"21030-12552","D","Washington","Washington Redskins","Redskins","9.5","2","4200","OAK@WAS","WAS","OAK","","","",""
"21030-12527","D","Chicago","Chicago Bears","Bears","3","2","4100","PIT@CHI","CHI","PIT","","","",""
"21030-12528","D","Cincinnati","Cincinnati Bengals","Bengals","5.5","2","4100","CIN@GB","CIN","GB","","","",""
"21030-12542","D","New Orleans","New Orleans Saints","Saints","-1","2","4100","NO@CAR","NO","CAR","","","",""
"21030-12544","D","New York","New York Jets","Jets","0","2","4000","MIA@NYJ","NYJ","MIA","","","",""
"21030-12556","D","Houston","Houston Texans","Texans","4.5","2","4000","HOU@NE","HOU","NE","","","",""
