Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
232,Colin Jones (FA),6,8,0.0,1,1,0,1,1,16,31.7,2.0,9.7%
233,Teez Tabor (SF),19,4,0.0,0,0,0,0,0,12,31.6,2.6,0.2%
234,Deshazor Everett (WAS),10,6,0.0,1,1,0,0,0,16,31.2,2.0,0.0%
235,Jourdan Lewis (DAL),10,2,0.0,1,1,0,2,0,15,31.1,2.1,13.8%
236,Jamar Taylor (FA),16,2,0.0,1,0,1,0,0,13,31.0,2.4,0.0%
237,Kavon Frazier (MIA),11,5,1.0,1,0,0,0,0,16,30.9,1.9,0.0%
238,Charvarius Ward (KC),17,1,0.0,3,0,0,0,0,13,30.8,2.4,9.4%
239,Jarrod Wilson (JAC),14,2,0.0,2,0,0,0,0,16,30.6,1.9,3.2%
240,Ryan Lewis (MIA),11,2,0.0,3,0,2,0,0,7,30.6,4.4,0.0%
241,Parry Nickerson (JAC),16,3,0.0,1,0,0,0,0,16,30.3,1.9,0.0%
242,Jimmie Ward (SF),18,5,0.0,0,0,0,0,0,9,30.1,3.3,5.6%
243,Nathan Gerry (PHI),11,7,0.0,2,1,0,0,0,13,29.9,2.3,20.5%
244,E.J. Gaines (BUF),10,2,0.0,3,1,0,0,0,6,28.5,4.8,0.2%
245,Adam Jones (FA),9,0,0.0,3,1,0,0,0,7,28.0,4.0,0.0%
246,Tracy Walker (DET),12,2,0.0,2,1,0,0,0,16,27.6,1.7,50.7%
247,Adrian Colbert (MIA),14,6,0.0,1,0,0,0,0,7,27.1,3.9,0.2%
248,Nick Nelson (FA),11,6,0.0,1,0,0,1,0,10,26.7,2.7,0.0%
249,LeShaun Sims (CIN),13,5,0.0,0,0,0,0,0,16,25.9,1.6,0.0%
250,Dymonte Thomas (FA),4,2,1.0,1,1,0,1,0,9,24.6,2.7,0.0%
251,Kevin Toliver II (CHI),13,2,0.0,2,0,0,0,0,15,24.0,1.6,0.4%
252,Chuck Clark (BAL),10,3,0.0,1,1,0,0,0,16,23.9,1.5,22.8%
253,Rashaan Gaulden (NYG),10,3,0.0,1,0,0,0,0,15,23.9,1.6,0.4%
254,Tyler Patmon (FA),12,2,0.0,1,0,0,0,0,12,23.6,2.0,0.0%
255,Greg Mabin (CIN),9,2,0.0,1,0,1,1,0,13,23.1,1.8,0.0%
256,Josh Shaw (FA),9,1,0.0,0,0,0,1,0,8,20.8,2.6,0.0%
257,Chris Banjo (ARI),3,2,0.0,3,2,0,0,0,16,20.6,1.3,0.2%
258,DeVante Bausby (DEN),13,1,0.0,0,0,0,0,0,6,20.3,3.4,0.2%
259,Rayshawn Jenkins (LAC),8,5,0.5,0,0,0,0,0,15,20.3,1.4,1.1%
260,Deon Bush (CHI),6,0,1.0,0,0,1,0,0,15,19.5,1.3,1.1%
261,Rodney McLeod (PHI),7,3,0.0,4,0,0,0,0,3,18.9,6.3,3.2%
262,Jalen Davis (ARI),5,1,1.0,0,0,1,0,0,3,18.8,6.3,0.2%
263,Blake Countess (FA),2,2,0.0,2,1,0,0,0,16,18.6,1.2,0.0%
264,Jamal Agnew (DET),7,0,0.0,1,0,0,1,0,6,18.5,3.1,22.6%
265,Akeem King (FA),11,2,0.0,0,0,0,0,0,16,18.1,1.1,0.0%
266,Chris Conte (FA),10,4,0.0,0,0,0,0,0,3,18.0,6.0,0.0%
267,DeShawn Shead (FA),8,2,0.0,0,0,1,0,0,12,17.6,1.5,0.0%
268,KeiVarae Russell (FA),9,3,0.0,1,0,0,0,0,7,17.3,2.5,0.0%
269,Tre Sullivan (FA),10,2,0.0,0,0,0,0,0,12,16.6,1.4,0.0%
270,Dominique Rodgers-Cromartie (FA),6,0,0.0,2,0,1,0,0,7,16.0,2.3,0.0%
271,De'Vante Harris (FA),6,0,0.0,3,0,0,0,0,5,16.0,3.2,0.0%
272,Rashard Robinson (FA),7,1,0.0,0,0,0,1,0,10,15.3,1.5,0.2%
273,Danny Johnson (WAS),7,1,0.0,1,0,0,0,0,14,15.3,1.1,0.0%
274,Vernon Hargreaves (HOU),6,1,0.0,1,0,1,0,0,1,15.3,15.3,4.5%
275,George Iloka (FA),9,2,0.0,0,0,0,0,0,16,15.1,0.9,0.0%
276,Donte Deayon (LAR),4,2,0.0,2,0,0,1,0,4,14.6,3.7,0.2%
277,Kemal Ishmael (FA),7,3,0.0,1,0,0,1,0,16,14.4,0.9,0.0%
278,Eric Berry (FA),8,3,0.0,0,0,0,0,0,2,14.3,7.2,0.4%
279,Eric Rowe (MIA),9,1,0.0,1,0,0,0,0,4,14.3,3.6,5.9%
280,Leonard Johnson (FA),7,2,0.0,0,0,0,0,0,6,12.0,2.0,0.0%
281,Chandon Sullivan (GB),7,0,0.0,1,0,0,0,0,5,12.0,2.4,0.2%
282,Corey Moore (FA),3,1,0.0,1,1,0,0,0,15,11.8,0.8,0.0%
283,Raven Greene (GB),2,1,1.0,1,0,0,0,0,8,11.8,1.5,10.6%
284,Tyvis Powell (FA),5,0,0.0,0,0,1,0,0,7,11.5,1.6,0.0%
285,Arthur Maulet (NYJ),6,3,0.0,0,0,0,0,0,6,11.3,1.9,0.2%
286,Lenzy Pipkins (NE),6,3,0.0,0,0,0,0,0,3,11.3,3.8,1.0%
287,Rontez Miles (FA),7,0,0.0,0,0,0,0,0,8,10.5,1.3,12.0%
288,Keion Crossen (HOU),7,0,0.0,0,0,0,0,0,11,10.5,1.0,0.0%
289,Armani Watts (KC),1,1,1.0,1,0,0,0,0,5,10.3,2.1,1.1%
290,Eddie Pleasant (FA),4,2,0.0,0,0,0,0,0,6,10.1,1.7,0.0%
291,Terrence Brooks (NE),4,0,0.0,1,0,0,0,0,16,10.0,0.6,0.4%
292,DeAndre Houston-Carson (CHI),4,0,0.0,0,0,0,1,0,13,10.0,0.8,0.0%
293,Tre Herndon (JAC),6,1,0.0,0,0,0,0,0,11,9.8,0.9,1.6%
