Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,OWN
1,Logan Ryan (FA),73,40,4.5,18,4,4,0,0,16,230.9,14.4,23.1%
2,Budda Baker (ARI),104,43,0.5,6,0,1,1,0,16,225.2,14.1,83.6%
3,Eric Reid (FA),96,33,4.0,6,0,1,2,0,16,223.5,14.0,23.8%
4,Jamal Adams (NYJ),61,14,6.5,7,1,2,1,2,14,192.7,13.8,75.6%
5,Landon Collins (WAS),78,39,1.0,4,0,2,0,0,15,187.0,12.5,63.8%
6,Jordan Poyer (BUF),68,36,1.0,3,2,3,3,0,16,181.9,11.4,59.1%
7,Harrison Smith (MIN),65,20,1.0,11,3,3,2,0,15,178.3,11.9,57.8%
8,Vonn Bell (CIN),63,23,1.5,5,1,2,5,1,13,174.6,13.4,43.0%
9,Antoine Bethea (FA),81,29,0.0,6,1,0,2,0,16,170.7,10.7,17.6%
10,Tracy Walker (DET),79,21,0.0,8,1,1,0,0,13,170.5,13.1,50.7%
11,Shawn Williams (CIN),79,33,1.0,3,1,0,0,0,16,169.7,10.6,36.3%
12,Marlon Humphrey (BAL),53,12,0.0,14,3,2,3,2,16,166.7,10.4,40.2%
13,Justin Simmons (DEN),65,28,0.0,15,4,0,0,0,16,166.4,10.4,41.6%
14,Jessie Bates III (CIN),71,29,0.0,9,3,1,1,0,16,165.1,10.3,41.7%
15,Malcolm Jenkins (NO),62,18,2.5,8,0,4,1,0,16,164.0,10.3,34.2%
16,Taylor Rapp (LAR),61,38,0.0,8,2,0,1,1,15,159.8,10.7,46.4%
17,Joe Haden (PIT),59,6,0.0,17,5,1,1,0,16,159.2,10.0,19.1%
18,Tre Flowers (SEA),65,17,2.0,8,3,1,1,0,15,158.7,10.6,25.1%
19,Tre'Davious White (BUF),48,10,1.0,17,6,2,0,0,15,157.2,10.5,39.3%
20,Tyrann Mathieu (KC),63,12,2.0,12,4,0,0,0,16,157.2,9.8,53.1%
21,Minkah Fitzpatrick (PIT),43,25,0.0,9,5,2,3,2,16,156.7,9.8,55.6%
22,Kevin King (GB),56,10,1.0,15,5,1,0,0,15,154.8,10.3,21.1%
23,Kyle Fuller (CHI),72,10,0.0,12,3,0,0,0,16,151.3,9.5,39.8%
24,Stephon Gilmore (NE),44,9,0.0,20,6,0,1,2,16,149.0,9.3,30.6%
25,Adrian Amos (GB),65,16,1.0,8,2,0,0,0,16,145.9,9.1,18.4%
26,Kevin Byard (TEN),57,22,0.0,9,5,0,0,0,16,145.8,9.1,45.3%
27,Tavon Wilson (FA),65,27,1.0,5,0,0,2,0,16,145.1,9.1,3.4%
28,Terrell Edmunds (PIT),71,34,0.0,3,0,0,0,0,16,141.9,8.9,31.2%
29,Eric Weddle (FA),69,39,0.0,4,0,0,0,0,16,141.6,8.9,22.5%
30,Marcus Peters (BAL),40,13,0.0,14,5,0,1,3,16,140.6,8.8,18.7%
31,Levi Wallace (BUF),66,10,0.0,9,2,0,0,0,16,140.4,8.8,2.1%
32,Jabrill Peppers (NYG),51,25,0.0,5,1,3,0,1,11,138.5,12.6,46.3%
33,Nathan Gerry (PHI),47,25,2.5,5,2,0,1,1,16,137.2,8.6,20.5%
34,Erik Harris (LV),59,9,0.0,8,3,0,0,2,16,137.0,8.6,14.3%
35,Hasean Clinton-Dix (DAL),62,16,0.0,5,2,0,2,1,16,136.8,8.6,26.6%
36,Byron Murphy (ARI),66,12,0.0,10,1,0,0,0,16,135.8,8.5,11.7%
37,Mike Hilton (PIT),50,13,1.5,11,1,1,1,0,16,135.7,8.5,5.0%
38,Ricardo Allen (ATL),53,31,0.0,8,2,0,0,0,16,135.1,8.4,2.7%
39,Kareem Jackson (DEN),48,23,0.0,10,2,1,0,1,13,134.7,10.4,24.9%
40,Carlton Davis (TB),53,6,0.0,19,1,1,1,0,14,133.2,9.5,16.1%
41,Janoris Jenkins (NO),50,11,0.0,16,5,0,0,0,15,132.5,8.8,9.1%
42,Eric Rowe (MIA),54,27,0.0,8,1,1,0,1,16,131.1,8.2,5.9%
43,Anthony Harris (MIN),35,25,0.0,11,6,0,1,1,14,130.4,9.3,8.4%
44,Jaire Alexander (GB),50,8,0.0,17,2,1,1,0,16,129.7,8.1,17.4%
45,Jarrod Wilson (JAC),52,21,0.0,4,2,1,0,0,16,128.9,8.1,3.2%
46,Chidobe Awuzie (DAL),48,31,0.0,14,1,0,1,0,16,128.4,8.0,25.3%
47,Charvarius Ward (KC),56,18,0.0,10,2,1,0,0,16,126.9,7.9,9.4%
48,James Bradberry (NYG),51,14,1.0,12,3,0,0,0,15,126.7,8.4,16.3%
49,Xavier Woods (DAL),51,24,0.0,5,2,2,1,0,15,126.7,8.4,10.8%
50,Devin McCourty (NE),46,12,0.0,7,5,2,1,0,16,125.8,7.9,14.5%
51,Ronnie Harrison (JAC),43,27,2.0,9,2,0,1,0,14,125.5,9.0,21.3%
52,Justin Reid (HOU),57,21,0.0,5,2,0,1,0,15,125.5,8.4,20.8%
53,Eddie Jackson (CHI),51,9,1.0,5,2,1,1,0,16,125.3,7.8,13.7%
54,Tre Boston (CAR),53,15,0.0,11,3,0,0,0,16,125.1,7.8,3.7%
55,Trae Waynes (CIN),56,2,0.0,8,1,2,1,0,14,124.6,8.9,3.4%
56,Richard Sherman (SF),48,13,0.0,11,3,0,0,1,15,124.5,8.3,14.2%
57,Bradley McDougald (SEA),52,18,0.5,6,2,1,1,0,15,123.3,8.2,17.4%
58,Kenny Moore II (IND),50,11,2.5,3,2,0,1,0,11,122.1,11.1,37.9%
59,Rodney McLeod (PHI),45,29,1.0,6,2,2,0,0,16,120.7,7.5,3.2%
60,Jordan Whitehead (TB),49,19,0.0,9,1,0,1,0,14,120.7,8.6,4.8%
61,Jourdan Lewis (DAL),37,12,4.0,6,2,0,1,1,16,119.8,7.5,13.8%
62,Chuck Clark (BAL),43,25,1.0,9,1,2,0,0,16,119.1,7.4,22.8%
63,Kenny Vaccaro (TEN),47,32,1.0,5,1,0,0,0,16,118.9,7.4,7.8%
64,Marcus Williams (NO),38,15,0.0,13,4,1,0,1,15,118.2,7.9,9.9%
65,Justin Coleman (DET),46,7,0.0,13,1,3,1,0,16,115.0,7.2,1.4%
66,Micah Hyde (BUF),50,22,0.0,2,1,2,1,0,16,114.3,7.1,27.6%
67,Xavier Rhodes (IND),54,9,0.0,6,0,1,0,0,15,113.5,7.6,3.6%
68,Ross Cockrell (FA),48,14,0.0,8,2,0,0,0,14,112.3,8.0,0.0%
69,Rashaan Melvin (JAC),59,9,0.0,11,0,0,0,0,13,111.9,8.6,1.1%
70,Brian Poole (NYJ),47,11,0.0,5,1,1,0,1,14,111.5,8.0,2.7%
71,Vernon Hargreaves (HOU),52,9,0.0,6,1,0,1,1,15,111.5,7.4,4.5%
72,Patrick Peterson (ARI),46,7,1.0,7,2,1,0,0,11,110.5,10.0,10.8%
73,Nik Needham (MIA),41,13,1.0,11,2,1,0,0,12,108.5,9.0,2.5%
74,Tre Herndon (JAC),41,13,0.0,13,3,0,0,0,16,108.5,6.8,1.6%
75,Damontae Kazee (ATL),42,27,0.0,3,3,0,0,0,16,108.1,6.8,7.9%
76,Shaquill Griffin (SEA),45,20,0.0,13,0,0,0,0,14,107.4,7.7,15.5%
